ENTRY_AC	ENTRY_TYPE	ENTRY_NAME	GO_ID	NAME	 
IPR001977	F	Dephospho-CoA kinase	GO:0019900	kinase binding	 
IPR006290	F	"Signal transduction histidine kinase, heavy metal sensor"	GO:0019900	kinase binding	 
IPR006283	F	Thiamine-monophosphate kinase	GO:0019900	kinase binding	 
IPR006282	F	Thiamin pyrophosphokinase	GO:0019900	kinase binding	 
IPR006267	F	"Adenylate kinase, isozyme 1"	GO:0019900	kinase binding	 
IPR006266	F	UMP-CMP kinase	GO:0019900	kinase binding	 
IPR006259	F	"Adenylate kinase, subfamily"	GO:0019900	kinase binding	 
IPR000705	F	Galactokinase	GO:0019900	kinase binding	 
IPR000764	F	Uridine kinase	GO:0019900	kinase binding	 
IPR001564	F	Nucleoside diphosphate kinase	GO:0019900	kinase binding	 
IPR001697	F	Pyruvate kinase	GO:0019900	kinase binding	 
IPR001720	F	"PI3 kinase, P85 regulatory subunit"	GO:0019900	kinase binding	 
IPR003836	F	Glucokinase	GO:0019900	kinase binding	 
IPR003203	F	Cobinamide kinase/cobinamide phosphate guanyltransferase	GO:0019900	kinase binding	 
IPR006748	F	Aminoglycoside/hydroxyurea antibiotic resistance kinase	GO:0019900	kinase binding	 
IPR002624	F	Deoxynucleoside kinase	GO:0019900	kinase binding	 
IPR006082	F	Phosphoribulokinase	GO:0019900	kinase binding	 
IPR004662	F	Acetylglutamate kinase	GO:0019900	kinase binding	 
IPR004654	F	Glucokinase ROK	GO:0019900	kinase binding	 
IPR004625	F	"Pyridoxal phosphate (active vitamin B6) biosynthesis, pyridoxal kinase"	GO:0019900	kinase binding	 
IPR004619	F	Type III pantothenate kinase	GO:0019900	kinase binding	 
IPR001057	F	Glutamate/acetylglutamate kinase	GO:0019900	kinase binding	 
IPR003758	F	Tetraacyldisaccharide 4'-kinase	GO:0019900	kinase binding	 
IPR004093	F	Staphylokinase/Streptokinase	GO:0019900	kinase binding	 
IPR003136	F	Cytidylate kinase	GO:0019900	kinase binding	 
IPR002606	F	"Riboflavin kinase, bacterial"	GO:0019900	kinase binding	 
IPR021160	F	Mitogen-activated protein (MAP) kinase kinase kinase kinase	GO:0019900	kinase binding	 
IPR005522	F	Inositol polyphosphate kinase	GO:0019900	kinase binding	 
IPR004536	F	Selenide water dikinase	GO:0019900	kinase binding	 
IPR001174	F	Galactokinase/homoserine kinase	GO:0019900	kinase binding	 
IPR002139	F	Ribokinase	GO:0019900	kinase binding	 
IPR007729	F	2-keto-3-deoxy-galactonokinase	GO:0019900	kinase binding	 
IPR006003	F	"Carbohydrate kinase, FGGY-related"	GO:0019900	kinase binding	 
IPR006002	F	Gluconate kinase	GO:0019900	kinase binding	 
IPR006001	F	"Carbohydrate kinase, thermoresistant glucokinase"	GO:0019900	kinase binding	 
IPR006000	F	Xylulokinase	GO:0019900	kinase binding	 
IPR005999	F	Glycerol kinase	GO:0019900	kinase binding	 
IPR002504	F	"Inorganic polyphosphate/ATP-NAD kinase, predicted"	GO:0019900	kinase binding	 
IPR000239	F	GPCR kinase	GO:0019900	kinase binding	 
IPR004567	F	Type II pantothenate kinase	GO:0019900	kinase binding	 
IPR004566	F	Bacterial pantothenate kinase	GO:0019900	kinase binding	 
IPR007153	F	Adenosine specific kinase	GO:0019900	kinase binding	 
IPR000890	F	"Aliphatic acid kinase, short-chain"	GO:0019900	kinase binding	 
IPR000850	F	Adenylate kinase	GO:0019900	kinase binding	 
IPR001267	F	Thymidine kinase	GO:0019900	kinase binding	 
IPR001312	F	Hexokinase	GO:0019900	kinase binding	 
IPR007666	F	ADP-specific phosphofructokinase/glucokinase	GO:0019900	kinase binding	 
IPR005946	F	Ribose-phosphate diphosphokinase	GO:0019900	kinase binding	 
IPR005929	F	L-ribulokinase	GO:0019900	kinase binding	 
IPR005926	F	Tagatose-6-phosphate kinase	GO:0019900	kinase binding	 
IPR005919	F	Higher eukaryotic phosphomevalonate kinase	GO:0019900	kinase binding	 
IPR005917	F	"Phosphomevalonate kinase, Gram-positive"	GO:0019900	kinase binding	 
IPR005916	F	"Phosphomevalonate kinase, eukaryotic"	GO:0019900	kinase binding	 
IPR006550	F	"Polynucleotide kinase 3-phosphatase, metazoan"	GO:0019900	kinase binding	 
IPR022165	F	Polo kinase kinase	GO:0019901	protein kinase binding	 
IPR008790	F	Poxvirus serine/threonine kinase	GO:0019901	protein kinase binding	 
IPR000704	F	"Casein kinase II, regulatory subunit"	GO:0019901	protein kinase binding	 
IPR024873	F	Ectonucleotide pyrophosphatase/phosphodiesterase family	GO:0019902	phosphatase binding	 
IPR020552	F	"Inositol monophosphatase, Lithium-sensitive"	GO:0019902	phosphatase binding	 
IPR022158	F	Inositol phosphatase	GO:0019902	phosphatase binding	 
IPR020456	F	Acylphosphatase	GO:0019902	phosphatase binding	 
IPR020428	F	"Protein-tyrosine phosphatase, dual specificity phosphatase, eukaryotic"	GO:0019902	phosphatase binding	 
IPR016275	F	Glucose-6-phosphatase	GO:0019902	phosphatase binding	 
IPR016274	F	"Histidine acid phosphatase, eukaryotic"	GO:0019902	phosphatase binding	 
IPR020405	F	"Atypical dual specificity phosphatase, subfamily A"	GO:0019902	phosphatase binding	 
IPR020420	F	"Atypical dual specificity phosphatase, subfamily B"	GO:0019902	phosphatase binding	 
IPR020417	F	Atypical dual specificity phosphatase	GO:0019902	phosphatase binding	 
IPR017768	F	"Acid phosphatase, AcpA"	GO:0019902	phosphatase binding	 
IPR017417	F	"Protein phosphatase 1, regulatory subunit 16A/B, eukaryote"	GO:0019902	phosphatase binding	 
IPR017401	F	"Protein phosphatase 1, regulatory subunit 12A/B/C, eukaryote"	GO:0019902	phosphatase binding	 
IPR017718	F	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	GO:0019902	phosphatase binding	 
IPR015655	F	Protein phosphatase 2C	GO:0019902	phosphatase binding	 
IPR017361	F	Bifunctional phosphatidylinositol trisphosphate phosphatase/dual specificity phosphatase PTEN	GO:0019902	phosphatase binding	 
IPR023938	F	HMP-PP phosphatase	GO:0019902	phosphatase binding	 
IPR023781	F	Nucleoside triphosphatase NudI	GO:0019902	phosphatase binding	 
IPR023733	F	Pyrophosphatase PpaX	GO:0019902	phosphatase binding	 
IPR023537	F	"DeoxyUTP pyrophosphatase, archaeal"	GO:0019902	phosphatase binding	 
IPR024927	F	"Acid phosphatase, type 5"	GO:0019902	phosphatase binding	 
IPR017578	F	"Alpha-ribazole phosphatase, CobC"	GO:0019902	phosphatase binding	 
IPR017577	F	"Alpha-ribazole phosphatase, CobZ"	GO:0019902	phosphatase binding	 
IPR022337	F	"Inositol monophosphatase, SuhB"	GO:0019902	phosphatase binding	 
IPR017227	F	"Nucleoside-triphosphatase, alveolata"	GO:0019902	phosphatase binding	 
IPR016812	F	"Protein phosphatase methylesterase, eukaryotic"	GO:0019902	phosphatase binding	 
IPR023079	F	"Sedoheptulose-1,7-bisphosphatase"	GO:0019902	phosphatase binding	 
IPR022995	F	2-phosphosulpholactate phosphatase ComB	GO:0019902	phosphatase binding	 
IPR018540	F	"Sporulation stage 0, Spo0E-like regulatory phosphatase"	GO:0019902	phosphatase binding	 
IPR022934	F	"Manganese-dependent inorganic pyrophosphatase, probable"	GO:0019902	phosphatase binding	 
IPR022925	F	NADH pyrophosphatase NudC	GO:0019902	phosphatase binding	 
IPR024734	F	"Magnesium-dependent phosphatase-1, eukaryotic type"	GO:0019902	phosphatase binding	 
IPR020922	F	Nucleoside-triphosphatase	GO:0019902	phosphatase binding	 
IPR011863	F	Phosphoserine phosphatase/homoserine phosphotransferase bifunctional protein	GO:0019902	phosphatase binding	 
IPR014078	F	Nucleoside triphosphatase YtkD	GO:0019902	phosphatase binding	 
IPR011809	F	"Histidinol-phosphate phosphatase, putative, inositol monophosphatase"	GO:0019902	phosphatase binding	 
IPR012815	F	Mannosyl-3-phosphoglycerate phosphatase-related	GO:0019902	phosphatase binding	 
IPR012813	F	Mannosyl-3-phosphoglycerate phosphatase	GO:0019902	phosphatase binding	 
IPR012358	F	"Endopolyphosphatase, Ppn1p-related"	GO:0019902	phosphatase binding	 
IPR014390	F	"Acid phosphatase, Aspergillus type"	GO:0019902	phosphatase binding	 
IPR012266	F	"Protein-tyrosine phosphatase, non-receptor type-12"	GO:0019902	phosphatase binding	 
IPR012265	F	"Protein-tyrosine phosphatase, non-receptor type-1/2"	GO:0019902	phosphatase binding	 
IPR017867	F	"Protein-tyrosine phosphatase, low molecular weight"	GO:0019902	phosphatase binding	 
IPR024950	F	Dual specificity phosphatase	GO:0019902	phosphatase binding	 
IPR011158	F	"Nonspecific acid phosphatase, class A"	GO:0019902	phosphatase binding	 
IPR011236	F	Serine/threonine protein phosphatase 5	GO:0019902	phosphatase binding	 
IPR010140	F	"Histidinol phosphate phosphatase, HisJ"	GO:0019902	phosphatase binding	 
IPR011310	F	Lipopolysaccharide core heptose(II)-phosphate phosphatase	GO:0019902	phosphatase binding	 
IPR007482	F	"Protein-tyrosine phosphatase-like, PTPLA"	GO:0019902	phosphatase binding	 
IPR023943	F	Enolase-phosphatase E1	GO:0019902	phosphatase binding	 
IPR023937	F	Bis(5'-nucleosyl)-tetraphosphatase PrpE	GO:0019902	phosphatase binding	 
IPR012765	F	Glucosylglycerol-phospate 3-phosphatase	GO:0019902	phosphatase binding	 
IPR015605	F	Guanosine diphosphatase	GO:0019902	phosphatase binding	 
IPR009164	F	"Fructose-1,6-bisphosphatase, Bacillus type"	GO:0019902	phosphatase binding	 
IPR018946	F	Alkaline phosphatase D-related	GO:0019902	phosphatase binding	 
IPR015993	F	"CDP-diacylglycerol pyrophosphatase, proteobacterial"	GO:0019902	phosphatase binding	 
IPR008356	F	"Protein-tyrosine phosphatase, KIM-containing"	GO:0019902	phosphatase binding	 
IPR014403	F	Vegetative storage protein/acid phosphatase	GO:0019902	phosphatase binding	 
IPR014392	F	"Protein-tyrosine phosphatase, non-receptor type-14, -21"	GO:0019902	phosphatase binding	 
IPR012847	F	"Sucrose phosphatase, plant/cyanobacteria"	GO:0019902	phosphatase binding	 
IPR012177	F	Thiamine triphosphatase	GO:0019902	phosphatase binding	 
IPR023709	F	"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"	GO:0019902	phosphatase binding	 
IPR012153	F	"Protein-tyrosine phosphatase, non-receptor type-13"	GO:0019902	phosphatase binding	 
IPR012152	F	"Protein-tyrosine phosphatase, non-receptor type-6, -11"	GO:0019902	phosphatase binding	 
IPR012151	F	"Protein-tyrosine phosphatase, non-receptor type-3, -4"	GO:0019902	phosphatase binding	 
IPR004861	F	"Protein-tyrosine phosphatase, SIW14-like"	GO:0019902	phosphatase binding	 
IPR008181	F	"DeoxyUTP pyrophosphatase, dUTPase subfamily"	GO:0019902	phosphatase binding	 
IPR008180	F	DeoxyUTP pyrophosphatase	GO:0019902	phosphatase binding	 
IPR008162	F	Inorganic pyrophosphatase	GO:0019902	phosphatase binding	 
IPR004469	F	Phosphoserine phosphatase SerB	GO:0019902	phosphatase binding	 
IPR004464	F	"Fructose-1,6-bisphosphatase class 2/Sedoheputulose-1,7-bisphosphatase"	GO:0019902	phosphatase binding	 
IPR004449	F	"Phosphohistidine phosphatase SixA, subgroup"	GO:0019902	phosphatase binding	 
IPR004446	F	"D,D-heptose 1,7-bisphosphate phosphatase"	GO:0019902	phosphatase binding	 
IPR003546	F	"Type III secreted modular tyrosine phosphatase, SptP/YopH"	GO:0019902	phosphatase binding	 
IPR006420	F	NAD pyrophosphatase/5-nucleotidase NadN	GO:0019902	phosphatase binding	 
IPR003565	F	Bis(5'-nucleosyl)-tetraphosphatase	GO:0019902	phosphatase binding	 
IPR006384	F	Pyridoxal phosphate phosphatase-related	GO:0019902	phosphatase binding	 
IPR006378	F	Sucrose-phosphate phosphatase	GO:0019902	phosphatase binding	 
IPR004385	F	Nucleoside diphosphate pyrophosphatase	GO:0019902	phosphatase binding	 
IPR010039	F	Capsule biosynthesis phosphatase	GO:0019902	phosphatase binding	 
IPR010036	F	"Magnesium-dependent phosphatase-1, eukaryotic/arcaheal type"	GO:0019902	phosphatase binding	 
IPR010028	F	"Acid phosphatase, plant"	GO:0019902	phosphatase binding	 
IPR010025	F	"HAD-superfamily phosphatase, subfamily IIIB, AphA"	GO:0019902	phosphatase binding	 
IPR010023	F	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	GO:0019902	phosphatase binding	 
IPR010021	F	"HAD-superfamily phosphatase, subfamily IIIA"	GO:0019902	phosphatase binding	 
IPR001559	F	Aryldialkylphosphatase	GO:0019902	phosphatase binding	 
IPR002828	F	Survival protein SurE-like phosphatase/nucleotidase	GO:0019902	phosphatase binding	 
IPR006349	F	"2-phosphoglycolate phosphatase, eukaryotic"	GO:0019902	phosphatase binding	 
IPR006346	F	"2-phosphoglycolate phosphatase, prokaryotic"	GO:0019902	phosphatase binding	 
IPR000407	F	Nucleoside phosphatase GDA1/CD39	GO:0019902	phosphatase binding	 
IPR007439	F	"Chemotaxis phosphatase, CheZ"	GO:0019902	phosphatase binding	 
IPR000751	F	M-phase inducer phosphatase	GO:0019902	phosphatase binding	 
IPR000560	F	"Histidine phosphatase superfamily, clade-2"	GO:0019902	phosphatase binding	 
IPR000146	F	"Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase"	GO:0019902	phosphatase binding	 
IPR000106	F	Protein-tyrosine phosphatase/arsenate reductase	GO:0019902	phosphatase binding	 
IPR000760	F	Inositol monophosphatase	GO:0019902	phosphatase binding	 
IPR004948	F	"Nucleoside-triphosphatase, THEP1 type"	GO:0019902	phosphatase binding	 
IPR004617	F	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	GO:0019902	phosphatase binding	 
IPR001011	F	"Acid phosphatase, class A, bacterial"	GO:0019902	phosphatase binding	 
IPR003763	F	CDP-diacylglycerol pyrophosphatase	GO:0019902	phosphatase binding	 
IPR005519	F	Acid phosphatase (Class B)	GO:0019902	phosphatase binding	 
IPR002115	F	"Protein-tyrosine phosphatase, low molecular weight, mammalian"	GO:0019902	phosphatase binding	 
IPR003094	F	"Fructose-2,6-bisphosphatase"	GO:0019902	phosphatase binding	 
IPR003563	F	"7,8-dihydro-8-oxoguanine triphosphatase"	GO:0019902	phosphatase binding	 
IPR005954	F	Histidinol-phosphatase	GO:0019902	phosphatase binding	 
IPR006551	F	Polynucleotide 3'-phosphatase	GO:0019902	phosphatase binding	 
IPR006543	F	Histidinol-phosphate phosphatase	GO:0019902	phosphatase binding	 
IPR016336	F	"Receptor tyrosine-protein phosphatase, alpha/epsilon-type"	GO:0019903	protein phosphatase binding	 
IPR016660	F	Kinase associated protein phosphatase	GO:0019903	protein phosphatase binding	 
IPR016278	F	Dual specificity protein phosphatase 12	GO:0019903	protein phosphatase binding	 
IPR002803	F	"Fructose-1,6-bisphosphatase, class V"	GO:0019903	protein phosphatase binding	 
IPR001952	F	Alkaline phosphatase	GO:0019903	protein phosphatase binding	 
IPR015640	F	Syntaxin 8	GO:0019905	syntaxin binding	 
IPR020415	F	Interleukin-34	GO:0019955	cytokine binding	 
IPR020443	F	Interleukin-10/19/20/24	GO:0019955	cytokine binding	 
IPR002473	F	"CXC chemokine, interleukin 8"	GO:0019955	cytokine binding	 
IPR000226	F	Interleukin-7/interleukin-9	GO:0019955	cytokine binding	 
IPR001325	F	Interleukin-4/interleukin-13	GO:0019955	cytokine binding	 
IPR000471	F	Interferon alpha/beta/delta	GO:0019961	interferon binding	 
IPR000975	F	Interleukin-1	GO:0019966	interleukin-1 binding	 
IPR003296	F	"Interleukin-1, beta IL1B"	GO:0019966	interleukin-1 binding	 
IPR003294	F	"Interleukin-1, alpha/beta"	GO:0019966	interleukin-1 binding	 
IPR000098	F	Interleukin-10	GO:0019969	interleukin-10 binding	 
IPR000779	F	Interleukin-2	GO:0019976	interleukin-2 binding	 
IPR002183	F	Interleukin-3	GO:0019978	interleukin-3 binding	 
IPR003574	F	Interleukin-6	GO:0019981	interleukin-6 binding	 
IPR001181	F	Interleukin-7	GO:0019982	interleukin-7 binding	 
IPR001292	F	Oestrogen receptor	GO:0030331	estrogen receptor binding	 
IPR017060	F	Cyclin L	GO:0030332	cyclin binding	 
IPR023598	F	Cyclin C	GO:0030332	cyclin binding	 
IPR013922	F	Cyclin PHO80-like	GO:0030332	cyclin binding	 
IPR012399	F	Cyclin Y	GO:0030332	cyclin binding	 
IPR012104	F	"Cyclin Pcl, fungi"	GO:0030332	cyclin binding	 
IPR015453	F	"Cyclin A, G2/mitotic-specific"	GO:0030332	cyclin binding	 
IPR015452	F	"Cyclin B3, G2/mitotic-specific"	GO:0030332	cyclin binding	 
IPR015451	F	Cyclin D	GO:0030332	cyclin binding	 
IPR015431	F	"Cyclin L, metazoa/fungi"	GO:0030332	cyclin binding	 
IPR015430	F	Cyclin T	GO:0030332	cyclin binding	 
IPR015429	F	Cyclin C/H/T/L	GO:0030332	cyclin binding	 
IPR014400	F	Cyclin A/B/D/E	GO:0030332	cyclin binding	 
IPR014399	F	Cyclin CLN/Puc1	GO:0030332	cyclin binding	 
IPR012167	F	"Cyclin, epsilonretrovirus"	GO:0030332	cyclin binding	 
IPR015708	F	Syntaxin-3	GO:0030348	syntaxin-3 binding	 
IPR002337	F	"Haemoglobin, beta"	GO:0030492	hemoglobin binding	 
IPR001831	F	Immunodeficiency virus transactivating regulatory protein (Tat)	GO:0030957	Tat protein binding	 
IPR002395	F	HMW kininogen	GO:0030984	kininogen binding	 
IPR016952	F	"Small heat shock protein, predicted, plant"	GO:0031072	heat shock protein binding	 
IPR022848	F	Small heat shock protein IbpB	GO:0031072	heat shock protein binding	 
IPR015566	F	Endoplasmin	GO:0031072	heat shock protein binding	 
IPR023728	F	Small heat shock protein IbpA	GO:0031072	heat shock protein binding	 
IPR004909	F	Viral heat shock protein Hsp90 homologue	GO:0031072	heat shock protein binding	 
IPR018862	F	Eukaryotic translation initiation factor 4E transporter	GO:0031369	translation initiation factor binding	 
IPR013906	F	Translation initiation factor eIF3 subunit	GO:0031369	translation initiation factor binding	 
IPR011387	F	Translation initiation factor 2A	GO:0031369	translation initiation factor binding	 
IPR008606	F	Eukaryotic translation initiation factor 4E binding	GO:0031369	translation initiation factor binding	 
IPR011488	F	"Translation initiation factor 2, alpha subunit"	GO:0031369	translation initiation factor binding	 
IPR005251	F	"Putative translation initiation factor, aIF-2BI/5-methylthioribose-1-phosphate isomerase"	GO:0031369	translation initiation factor binding	 
IPR005250	F	"Putative translation initiation factor, aIF-2BII"	GO:0031369	translation initiation factor binding	 
IPR011400	F	Translation initiation factor eIF-3b	GO:0031369	translation initiation factor binding	 
IPR005874	F	Eukaryotic translation initiation factor SUI1	GO:0031369	translation initiation factor binding	 
IPR005872	F	Archaeal/bacterial translation initiation factor SUI1	GO:0031369	translation initiation factor binding	 
IPR000649	F	Initiation factor 2B-related	GO:0031369	translation initiation factor binding	 
IPR007783	F	"Eukaryotic translation initiation factor 3, subunit 7"	GO:0031369	translation initiation factor binding	 
IPR015667	F	Telethonin	GO:0031433	telethonin binding	 
IPR021160	F	Mitogen-activated protein (MAP) kinase kinase kinase kinase	GO:0031435	mitogen-activated protein kinase kinase kinase binding	 
IPR016398	F	E3 ubiquitin-protein ligase p28	GO:0031625	ubiquitin protein ligase binding	 
IPR022170	F	E3 Ubiquitin ligase	GO:0031625	ubiquitin protein ligase binding	 
IPR017335	F	"E3 ubiquitin ligase, RNF8"	GO:0031625	ubiquitin protein ligase binding	 
IPR016897	F	"E3 ubiquitin ligase, SCF complex, Skp subunit"	GO:0031625	ubiquitin protein ligase binding	 
IPR016890	F	Uncharacterised conserved protein UCP028520	GO:0031625	ubiquitin protein ligase binding	 
IPR024928	F	"E3 ubiquitin-protein ligase, SMURF1 type"	GO:0031625	ubiquitin protein ligase binding	 
IPR011364	F	Breast cancer type 1 susceptibility protein (BRCA1)	GO:0031625	ubiquitin protein ligase binding	 
IPR024162	F	Adaptor protein Cbl	GO:0031625	ubiquitin protein ligase binding	 
IPR015133	F	"E3 ubiquitin ligase, AvrPtoB"	GO:0031625	ubiquitin protein ligase binding	 
IPR003977	F	Parkin	GO:0031625	ubiquitin protein ligase binding	 
IPR001420	F	X opioid receptor	GO:0031628	opioid receptor binding	 
IPR000452	F	Kappa opioid receptor	GO:0031628	opioid receptor binding	 
IPR000321	F	Delta opioid receptor	GO:0031628	opioid receptor binding	 
IPR000105	F	Mu opioid receptor	GO:0031628	opioid receptor binding	 
IPR016346	F	"Guanine nucleotide-binding protein, beta subunit"	GO:0031681	G-protein beta-subunit binding	 
IPR001513	F	Adenosine A2A receptor	GO:0031685	adenosine receptor binding	 
IPR001068	F	Adenosine A1 receptor	GO:0031686	A1 adenosine receptor binding	 
IPR000507	F	Adrenergic receptor beta 1	GO:0031690	adrenergic receptor binding	 
IPR001946	F	"Adrenergic receptor, alpha-2A"	GO:0031690	adrenergic receptor binding	 
IPR000207	F	"Adrenergic receptor, alpha-2B"	GO:0031695	alpha-2B adrenergic receptor binding	 
IPR000735	F	"Adrenergic receptor, alpha-2C"	GO:0031696	alpha-2C adrenergic receptor binding	 
IPR000190	F	Angiotensin II receptor type 1	GO:0031701	angiotensin receptor binding	 
IPR000147	F	Angiotensin II receptor type 2	GO:0031703	type 2 angiotensin receptor binding	 
IPR000499	F	Endothelin receptor family	GO:0031705	bombesin receptor binding	 
IPR002175	F	Endothelin receptor A	GO:0031707	endothelin A receptor binding	 
IPR001112	F	Endothelin receptor B	GO:0031708	endothelin B receptor binding	 
IPR000496	F	Bradykinin receptor family	GO:0031711	bradykinin receptor binding	 
IPR001186	F	Bradykinin receptor B1	GO:0031712	B1 bradykinin receptor binding	 
IPR001504	F	Bradykinin receptor B2	GO:0031713	B2 bradykinin receptor binding	 
IPR001688	F	"GPCR, family 2, calcitonin receptor"	GO:0031716	calcitonin receptor binding	 
IPR003289	F	"GPCR, family 2, calcitonin gene-related peptide, type 1 receptor"	GO:0031716	calcitonin receptor binding	 
IPR003287	F	"GPCR, family 2, calcitonin receptor family"	GO:0031716	calcitonin receptor binding	 
IPR005383	F	CC chemokine receptor type 11	GO:0031730	CCR5 chemokine receptor binding	 
IPR005382	F	CC chemokine receptor type 10	GO:0031730	CCR5 chemokine receptor binding	 
IPR002239	F	CC chemokine receptor type 4	GO:0031730	CCR5 chemokine receptor binding	 
IPR004069	F	CC chemokine receptor type 9	GO:0031730	CCR5 chemokine receptor binding	 
IPR004068	F	CC chemokine receptor type 8	GO:0031730	CCR5 chemokine receptor binding	 
IPR004067	F	CC chemokine receptor type 6	GO:0031730	CCR5 chemokine receptor binding	 
IPR002240	F	CC chemokine receptor type 5	GO:0031730	CCR5 chemokine receptor binding	 
IPR002238	F	CC chemokine receptor type 3	GO:0031730	CCR5 chemokine receptor binding	 
IPR005387	F	CX3C chemokine receptor type 1	GO:0031737	CX3C chemokine receptor binding	 
IPR001413	F	Dopamine 1A receptor	GO:0031748	D1 dopamine receptor binding	 
IPR000497	F	Dopamine 1B receptor	GO:0031748	D1 dopamine receptor binding	 
IPR001922	F	Dopamine D2 receptor	GO:0031749	D2 dopamine receptor binding	 
IPR001620	F	Dopamine D3 receptor	GO:0031750	D3 dopamine receptor binding	 
IPR002185	F	Dopamine D4 receptor	GO:0031751	D4 dopamine receptor binding	 
IPR001749	F	"GPCR, family 2, gastric inhibitory polypeptide receptor"	GO:0031767	gastric inhibitory polypeptide receptor binding	 
IPR003291	F	"GPCR, family 2, glucagon receptor"	GO:0031769	glucagon receptor binding	 
IPR003290	F	"GPCR, family 2, glucagon-like peptide-1/glucagon receptor"	GO:0031769	glucagon receptor binding	 
IPR013311	F	Cysteinyl leukotriene receptor 2	GO:0031774	leukotriene receptor binding	 
IPR013310	F	Cysteinyl leukotriene receptor 1	GO:0031774	leukotriene receptor binding	 
IPR004071	F	Cysteinyl leukotriene receptor	GO:0031774	leukotriene receptor binding	 
IPR001908	F	Melanocortin receptor	GO:0031779	melanocortin receptor binding	 
IPR001168	F	Adrenocorticotrophin (ACTH) receptor	GO:0031780	corticotropin hormone receptor binding	 
IPR002122	F	Melanocortin 3 receptor	GO:0031781	type 3 melanocortin receptor binding	 
IPR000155	F	Melanocortin 4 receptor	GO:0031782	type 4 melanocortin receptor binding	 
IPR000621	F	Melanocortin 5 receptor	GO:0031783	type 5 melanocortin receptor binding	 
IPR000393	F	Neuropeptide Y5 receptor	GO:0031841	neuropeptide Y receptor binding	 
IPR000611	F	Neuropeptide Y receptor family	GO:0031841	neuropeptide Y receptor binding	 
IPR001933	F	Neuropeptide Y4 receptor	GO:0031841	neuropeptide Y receptor binding	 
IPR000986	F	Neuropeptide Y6 receptor	GO:0031841	neuropeptide Y receptor binding	 
IPR000351	F	Neuropeptide Y1 receptor	GO:0031841	neuropeptide Y receptor binding	 
IPR000611	F	Neuropeptide Y receptor family	GO:0031843	type 2 neuropeptide Y receptor binding	 
IPR001358	F	Neuropeptide Y2 receptor	GO:0031843	type 2 neuropeptide Y receptor binding	 
IPR019424	F	"7TM GPCR, olfactory receptor/chemoreceptor Srsx"	GO:0031849	olfactory receptor binding	 
IPR001402	F	Prolactin-releasing peptide receptor	GO:0031861	prolactin-releasing peptide receptor binding	 
IPR001105	F	Thromboxane receptor	GO:0031862	prostanoid receptor binding	 
IPR000376	F	Prostaglandin D receptor	GO:0031862	prostanoid receptor binding	 
IPR000370	F	Prostacyclin (prostanoid IP) receptor	GO:0031869	prostacyclin receptor binding	 
IPR002144	F	"GPCR, family 2, secretin receptor"	GO:0031876	secretin receptor binding	 
IPR002074	F	Somatostatin receptor 2	GO:0031877	somatostatin receptor binding	 
IPR000586	F	Somatostatin receptor family	GO:0031877	somatostatin receptor binding	 
IPR007960	F	Mammalian taste receptor	GO:0031883	taste receptor binding	 
IPR001817	F	Vasopressin receptor	GO:0031893	vasopressin receptor binding	 
IPR001224	F	Vasopressin V1A receptor	GO:0031894	V1A vasopressin receptor binding	 
IPR025540	F	Fluoroacetyl-CoA thioesterase	GO:0031996	thioesterase binding	 
IPR016662	F	"Acyl-CoA thioesterase, long chain"	GO:0031996	thioesterase binding	 
IPR016615	F	Ubiquitin thioesterase Otubain	GO:0031996	thioesterase binding	 
IPR022598	F	"Long-chain fatty acyl-CoA thioesterase, Rv0098-like"	GO:0031996	thioesterase binding	 
IPR012223	F	"Thioesterase type II, NRPS/PKS/S-FAS"	GO:0031996	thioesterase binding	 
IPR012367	F	Uncharacterised conserved protein thioesterase	GO:0031996	thioesterase binding	 
IPR014166	F	Tol-Pal system-associated acyl-CoA thioesterase	GO:0031996	thioesterase binding	 
IPR011412	F	Coronamic acid biosynthesis thioesterase CmaT	GO:0031996	thioesterase binding	 
IPR002472	F	Palmitoyl protein thioesterase	GO:0031996	thioesterase binding	 
IPR002864	F	Acyl-ACP thioesterase	GO:0031996	thioesterase binding	 
IPR003703	F	Acyl-CoA thioesterase	GO:0031996	thioesterase binding	 
IPR006684	F	Acyl-CoA thioester hydrolase YbgC/YbaW family	GO:0031996	thioesterase binding	 
IPR008515	F	"Ubiquitin-like, Pup"	GO:0032182	small conjugating protein binding	 
IPR012267	F	"Peptidase S1A, acrosin"	GO:0032190	acrosin binding	 
IPR002099	F	DNA mismatch repair protein	GO:0032407	MutSalpha complex binding	 
IPR015767	F	Rho GTPase activating	GO:0032794	GTPase activating protein binding	 
IPR007336	F	Der GTPase activator	GO:0032794	GTPase activating protein binding	 
IPR001936	D	Ras GTPase-activating protein	GO:0032794	GTPase activating protein binding	 
IPR001164	F	Arf GTPase activating protein	GO:0032794	GTPase activating protein binding	 
IPR001612	F	Caveolin	GO:0032947	protein complex scaffold	 
IPR000502	F	Muscarinic acetylcholine receptor M5	GO:0033130	acetylcholine receptor binding	 
